날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref
2026-06-06,19:55,지출,패션/쇼핑,패션,지그재그,-59900,KRW,신한 Deep Dream 체크,,P082,P082-T0047,소비,P082-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP082000017;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP082000017
2026-06-06,17:10,지출,뷰티/미용,화장품,아모레몰,-36200,KRW,신한 Deep Dream 체크,,P082,P082-T0121,소비,P082-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP082000044;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP082000044
2026-06-06,11:52,지출,식비,배달,배민스토어,-14900,KRW,어피치 스윗 체크카드,,P082,P082-T0086,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000018;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000018
2026-06-06,09:31,지출,생활,서비스구독,유튜브 프리미엄,-11600,KRW,어피치 스윗 체크카드,,P082,P082-T0018,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000002;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000002
2026-06-06,09:16,지출,생활,서비스구독,챗GPT,-37600,KRW,네이버페이 간편결제,,P082,P082-T0134,소비,P082-네이버페이,efinance/전금-103-네이버페이.json#EP082네00007
2026-06-05,19:21,지출,생활,편의점,세븐일레븐,-45100,KRW,토스 간편결제,,P082,P082-T0070,소비,P082-토스페이,efinance/전금-103-토스페이.json#EP082토00004
2026-06-05,19:14,지출,교통,택시,타다,-20600,KRW,신한 Deep Dream 체크,,P082,P082-T0119,소비,P082-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP082000043;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP082000043
2026-06-05,10:19,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-69800,KRW,카카오페이 간편결제,,P082,P082-T0131,소비,P082-카카오페이,efinance/전금-103-카카오페이.json#EP082카00019;efinance/전금-004-카카오페이_머니.json#WP08200006
2026-06-04,22:51,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-24000,KRW,어피치 스윗 체크카드,,P082,P082-T0091,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000021;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000021
2026-06-04,22:47,지출,온라인쇼핑,인터넷쇼핑,오늘의집,-36800,KRW,어피치 스윗 체크카드,,P082,P082-T0072,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000016;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000016
2026-06-04,14:13,이체,투자,국내주식/ETF,삼성전자 3주 매수,-228100,KRW,카카오뱅크 입출금통장,,P082,P082-T0013,투자,P082-BANK-MAIN->P082-INV-001,bank/은행-004-카카오뱅크_입출금통장_P082-BANK-MAIN.json#BP08200011;invest/금투-003-토스증권_계좌.json#STKP0820003
2026-06-04,14:12,지출,생활,마트,마켓컬리,-20200,KRW,토스 간편결제,,P082,P082-T0095,소비,P082-토스페이,efinance/전금-103-토스페이.json#EP082토00010
2026-06-04,13:27,지출,식비,한식,김밥천국 홍대점,-16300,KRW,어피치 스윗 체크카드,,P082,P082-T0089,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000019;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000019
2026-06-03,21:19,지출,카페/간식,커피/음료,이디야커피,-5800,KRW,카카오페이 간편결제,,P082,P082-T0130,소비,P082-카카오페이,efinance/전금-103-카카오페이.json#EP082카00018
2026-06-03,20:56,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-86400,KRW,어피치 스윗 체크카드,,P082,P082-T0110,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000026;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000026
2026-06-03,11:29,지출,뷰티/미용,화장품,무신사뷰티,-33500,KRW,토스 간편결제,,P082,P082-T0024,소비,P082-토스페이,efinance/전금-103-토스페이.json#EP082토00002
2026-06-03,10:39,이체,저축,예적금/청약,청약 납입,-170000,KRW,카카오뱅크 입출금통장,,P082,P082-T0009,저축,P082-BANK-MAIN->P082-BANK-HOUSING,bank/은행-004-카카오뱅크_입출금통장_P082-BANK-MAIN.json#BP08200007;bank/은행-004-주택청약종합저축_P082-BANK-HOUSING.json#BP08200001
2026-06-02,21:46,지출,생활,서비스구독,노션,-18800,KRW,신한 Deep Dream 체크,,P082,P082-T0038,소비,P082-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP082000014;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP082000014
2026-06-02,19:06,지출,교통,택시,우티,-13100,KRW,토스 간편결제,,P082,P082-T0079,소비,P082-토스페이,efinance/전금-103-토스페이.json#EP082토00007
2026-06-02,17:53,지출,문화/여가,도서,예스24,-50000,KRW,어피치 스윗 체크카드,,P082,P082-T0096,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000023;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000023
2026-06-02,13:04,지출,문화/여가,도서,예스24,-22600,KRW,신한 Deep Dream 체크,,P082,P082-T0103,소비,P082-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP082000033;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP082000033
2026-06-01,21:41,지출,카페/간식,커피/음료,이디야커피,-4200,KRW,어피치 스윗 체크카드,,P082,P082-T0104,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000025;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000025
2026-06-01,20:24,지출,식비,배달,주식회사 우아한형제들,-12400,KRW,어피치 스윗 체크카드,,P082,P082-T0027,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000005;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000005
2026-06-01,19:21,지출,문화/여가,도서,알라딘,-33000,KRW,카카오페이 간편결제,,P082,P082-T0050,소비,P082-카카오페이,efinance/전금-103-카카오페이.json#EP082카00006;efinance/전금-004-카카오페이_머니.json#WP08200004
2026-06-01,18:29,지출,식비,한식,김밥천국 홍대점,-11500,KRW,어피치 스윗 체크카드,,P082,P082-T0021,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000003;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000003
2026-06-01,16:29,지출,여행/숙박,숙박,아고다,-172300,KRW,신한 Deep Dream 체크,,P082,P082-T0106,소비,P082-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP082000035;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP082000035
2026-06-01,09:49,지출,생활,편의점,세븐일레븐,-35500,KRW,어피치 스윗 체크카드,,P082,P082-T0025,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000004;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000004
2026-06-01,09:25,지출,교통,택시,아이엠택시,-15900,KRW,신한 Deep Dream 체크,,P082,P082-T0028,소비,P082-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP082000008;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP082000008
2026-06-01,09:00,지출,주거,월세/관리비,주거비 자동이체,-100000,KRW,카카오뱅크 입출금통장,,P082,P082-T0003,소비,P082-BANK-MAIN,bank/은행-004-카카오뱅크_입출금통장_P082-BANK-MAIN.json#BP08200003
2026-06-01,08:59,지출,교통,대중교통,서울교통공사,-7600,KRW,어피치 스윗 체크카드,,P082,P082-T0014,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000001;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000001
2026-06-01,07:05,지출,교통,택시,카카오T 택시,-27700,KRW,어피치 스윗 체크카드,,P082,P082-T0102,소비,P082-CARD-02,card/카드-008-어피치_스윗_체크카드_승인내역.json#AP082000024;card/카드-014-어피치_스윗_체크카드_매입정보.json#AP082000024
