post_id,persona_id,handle,created_at,post_type,visibility,source,title,body,metrics
P049-POST-001,P049,fin_p049_save,2026-06-13T21:47:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 15.8% 달성,"{'like_count': 55, 'comment_count': 3, 'save_count': 6}"
P049-POST-002,P049,fin_p049_save,2026-06-15T20:21:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 195,100원, 보유 종목 1개","{'like_count': 67, 'comment_count': 2, 'save_count': 3}"
P049-POST-003,P049,fin_p049_save,2026-06-20T08:40:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 73, 'comment_count': 13, 'save_count': 17}"
P050-POST-001,P050,fin_p050_young,2026-06-14T17:25:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 12.6% 달성,"{'like_count': 70, 'comment_count': 7, 'save_count': 7}"
P050-POST-002,P050,fin_p050_young,2026-06-12T10:25:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 314,200원, 보유 종목 2개","{'like_count': 40, 'comment_count': 13, 'save_count': 17}"
P050-POST-003,P050,fin_p050_young,2026-06-23T14:43:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 73, 'comment_count': 5, 'save_count': 19}"
P051-POST-001,P051,fin_p051_flow,2026-06-28T12:35:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 20.2% 달성,"{'like_count': 66, 'comment_count': 10, 'save_count': 9}"
P051-POST-002,P051,fin_p051_flow,2026-06-30T17:52:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 228,100원, 보유 종목 1개","{'like_count': 60, 'comment_count': 1, 'save_count': 2}"
P051-POST-003,P051,fin_p051_flow,2026-06-23T17:19:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 38, 'comment_count': 13, 'save_count': 2}"
P052-POST-001,P052,fin_p052_folio,2026-06-27T13:50:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 34.6% 달성,"{'like_count': 9, 'comment_count': 10, 'save_count': 1}"
P052-POST-002,P052,fin_p052_folio,2026-06-14T10:23:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 368,200원, 보유 종목 2개","{'like_count': 76, 'comment_count': 12, 'save_count': 2}"
P053-POST-001,P053,fin_p053_young,2026-06-26T22:03:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 26.6% 달성,"{'like_count': 47, 'comment_count': 7, 'save_count': 9}"
P053-POST-002,P053,fin_p053_young,2026-06-22T20:41:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 590,200원, 보유 종목 2개","{'like_count': 5, 'comment_count': 1, 'save_count': 2}"
P053-POST-003,P053,fin_p053_young,2026-06-20T11:15:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 79, 'comment_count': 13, 'save_count': 16}"
P055-POST-001,P055,fin_p055_save,2026-06-25T12:29:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 21.2% 달성,"{'like_count': 32, 'comment_count': 5, 'save_count': 16}"
P056-POST-001,P056,fin_p056_daily,2026-06-24T12:06:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 21.9% 달성,"{'like_count': 50, 'comment_count': 1, 'save_count': 18}"
P056-POST-002,P056,fin_p056_daily,2026-06-25T09:08:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 480,200원, 보유 종목 2개","{'like_count': 19, 'comment_count': 11, 'save_count': 9}"
P056-POST-003,P056,fin_p056_daily,2026-06-26T20:02:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 72, 'comment_count': 6, 'save_count': 13}"
P057-POST-001,P057,fin_p057_folio,2026-06-18T18:31:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 20.0% 달성,"{'like_count': 50, 'comment_count': 9, 'save_count': 4}"
P057-POST-002,P057,fin_p057_folio,2026-06-12T22:21:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 398,200원, 보유 종목 2개","{'like_count': 45, 'comment_count': 3, 'save_count': 7}"
P057-POST-003,P057,fin_p057_folio,2026-06-26T10:15:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 13, 'comment_count': 12, 'save_count': 3}"
P058-POST-001,P058,fin_p058_flow,2026-06-09T22:01:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 15.6% 달성,"{'like_count': 16, 'comment_count': 2, 'save_count': 7}"
P058-POST-002,P058,fin_p058_flow,2026-06-07T11:51:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 271,200원, 보유 종목 2개","{'like_count': 64, 'comment_count': 7, 'save_count': 11}"
P059-POST-001,P059,fin_p059_folio,2026-06-20T11:03:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 25.5% 달성,"{'like_count': 31, 'comment_count': 12, 'save_count': 5}"
P059-POST-002,P059,fin_p059_folio,2026-06-28T11:06:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 426,200원, 보유 종목 2개","{'like_count': 57, 'comment_count': 5, 'save_count': 15}"
P059-POST-003,P059,fin_p059_folio,2026-06-23T08:39:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 17, 'comment_count': 5, 'save_count': 8}"
P060-POST-001,P060,fin_p060_young,2026-06-27T11:02:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 23.5% 달성,"{'like_count': 60, 'comment_count': 7, 'save_count': 14}"
P060-POST-002,P060,fin_p060_young,2026-06-11T14:45:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 546,100원, 보유 종목 1개","{'like_count': 49, 'comment_count': 13, 'save_count': 13}"
P061-POST-001,P061,fin_p061_young,2026-06-08T14:26:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 12.5% 달성,"{'like_count': 5, 'comment_count': 12, 'save_count': 3}"
P061-POST-002,P061,fin_p061_young,2026-06-17T20:00:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 345,100원, 보유 종목 1개","{'like_count': 9, 'comment_count': 6, 'save_count': 1}"
P061-POST-003,P061,fin_p061_young,2026-06-25T22:49:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 4, 'comment_count': 1, 'save_count': 5}"
P062-POST-001,P062,fin_p062_daily,2026-06-07T20:58:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 12.4% 달성,"{'like_count': 68, 'comment_count': 0, 'save_count': 2}"
P062-POST-002,P062,fin_p062_daily,2026-06-10T11:29:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 320,200원, 보유 종목 2개","{'like_count': 40, 'comment_count': 6, 'save_count': 12}"
P062-POST-003,P062,fin_p062_daily,2026-06-29T23:53:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 71, 'comment_count': 10, 'save_count': 20}"
P063-POST-001,P063,fin_p063_folio,2026-06-07T19:20:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 34.8% 달성,"{'like_count': 24, 'comment_count': 10, 'save_count': 10}"
P063-POST-002,P063,fin_p063_folio,2026-06-27T08:59:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 355,200원, 보유 종목 2개","{'like_count': 11, 'comment_count': 6, 'save_count': 14}"
P064-POST-001,P064,fin_p064_folio,2026-06-30T09:33:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 27.6% 달성,"{'like_count': 65, 'comment_count': 9, 'save_count': 0}"
P064-POST-002,P064,fin_p064_folio,2026-06-14T15:29:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 224,200원, 보유 종목 2개","{'like_count': 15, 'comment_count': 14, 'save_count': 0}"
P064-POST-003,P064,fin_p064_folio,2026-06-22T08:32:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 13, 'comment_count': 4, 'save_count': 19}"
P065-POST-001,P065,fin_p065_flow,2026-06-12T20:05:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 28.7% 달성,"{'like_count': 51, 'comment_count': 12, 'save_count': 11}"
P065-POST-002,P065,fin_p065_flow,2026-06-17T10:58:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 198,200원, 보유 종목 2개","{'like_count': 0, 'comment_count': 12, 'save_count': 11}"
P066-POST-001,P066,fin_p066_save,2026-06-07T11:15:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 30.1% 달성,"{'like_count': 44, 'comment_count': 4, 'save_count': 2}"
P066-POST-002,P066,fin_p066_save,2026-06-16T15:39:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 360,100원, 보유 종목 1개","{'like_count': 75, 'comment_count': 7, 'save_count': 9}"
P066-POST-003,P066,fin_p066_save,2026-06-24T20:43:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 카페/간식,"{'like_count': 70, 'comment_count': 0, 'save_count': 11}"
P067-POST-001,P067,fin_p067_flow,2026-06-26T18:04:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 19.6% 달성,"{'like_count': 70, 'comment_count': 1, 'save_count': 8}"
P067-POST-002,P067,fin_p067_flow,2026-06-30T22:34:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 396,100원, 보유 종목 1개","{'like_count': 35, 'comment_count': 3, 'save_count': 4}"
P067-POST-003,P067,fin_p067_flow,2026-06-13T15:23:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 70, 'comment_count': 2, 'save_count': 12}"
P068-POST-001,P068,fin_p068_young,2026-06-21T22:59:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 33.6% 달성,"{'like_count': 21, 'comment_count': 2, 'save_count': 8}"
P068-POST-002,P068,fin_p068_young,2026-06-30T18:20:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 368,200원, 보유 종목 2개","{'like_count': 45, 'comment_count': 1, 'save_count': 7}"
P069-POST-001,P069,fin_p069_young,2026-06-25T16:54:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 21.3% 달성,"{'like_count': 65, 'comment_count': 1, 'save_count': 16}"
P069-POST-002,P069,fin_p069_young,2026-06-10T14:46:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 345,100원, 보유 종목 1개","{'like_count': 30, 'comment_count': 8, 'save_count': 14}"
P069-POST-003,P069,fin_p069_young,2026-06-14T21:33:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 31, 'comment_count': 0, 'save_count': 19}"
P071-POST-001,P071,fin_p071_young,2026-06-18T17:06:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 24.8% 달성,"{'like_count': 78, 'comment_count': 1, 'save_count': 18}"
P071-POST-002,P071,fin_p071_young,2026-06-09T12:33:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 270,100원, 보유 종목 1개","{'like_count': 69, 'comment_count': 0, 'save_count': 1}"
P071-POST-003,P071,fin_p071_young,2026-06-12T23:41:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 20, 'comment_count': 4, 'save_count': 8}"
P072-POST-001,P072,fin_p072_young,2026-06-25T17:21:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 19.9% 달성,"{'like_count': 78, 'comment_count': 5, 'save_count': 16}"
P072-POST-002,P072,fin_p072_young,2026-06-27T23:55:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 396,200원, 보유 종목 2개","{'like_count': 76, 'comment_count': 10, 'save_count': 7}"
P072-POST-003,P072,fin_p072_young,2026-06-15T09:16:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 76, 'comment_count': 8, 'save_count': 9}"
P073-POST-001,P073,fin_p073_daily,2026-06-16T18:24:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 12.4% 달성,"{'like_count': 31, 'comment_count': 7, 'save_count': 11}"
P073-POST-002,P073,fin_p073_daily,2026-06-08T14:10:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 440,200원, 보유 종목 2개","{'like_count': 50, 'comment_count': 2, 'save_count': 7}"
P073-POST-003,P073,fin_p073_daily,2026-06-07T12:28:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 42, 'comment_count': 2, 'save_count': 2}"
P074-POST-001,P074,fin_p074_folio,2026-06-22T18:51:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 33.1% 달성,"{'like_count': 76, 'comment_count': 11, 'save_count': 12}"
P074-POST-002,P074,fin_p074_folio,2026-06-15T16:32:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 535,200원, 보유 종목 2개","{'like_count': 69, 'comment_count': 8, 'save_count': 13}"
P074-POST-003,P074,fin_p074_folio,2026-06-26T18:45:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 51, 'comment_count': 3, 'save_count': 17}"
P075-POST-001,P075,fin_p075_daily,2026-06-08T10:07:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 16.8% 달성,"{'like_count': 80, 'comment_count': 6, 'save_count': 3}"
P076-POST-001,P076,fin_p076_daily,2026-06-18T12:13:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 36.9% 달성,"{'like_count': 26, 'comment_count': 9, 'save_count': 11}"
P077-POST-001,P077,fin_p077_save,2026-06-28T23:05:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 18.4% 달성,"{'like_count': 32, 'comment_count': 14, 'save_count': 15}"
P077-POST-002,P077,fin_p077_save,2026-06-14T19:09:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 852,200원, 보유 종목 2개","{'like_count': 1, 'comment_count': 0, 'save_count': 6}"
P077-POST-003,P077,fin_p077_save,2026-06-30T16:12:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 28, 'comment_count': 0, 'save_count': 4}"
P078-POST-001,P078,fin_p078_young,2026-06-19T14:13:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 36.8% 달성,"{'like_count': 36, 'comment_count': 1, 'save_count': 9}"
P078-POST-002,P078,fin_p078_young,2026-06-21T14:00:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 552,200원, 보유 종목 2개","{'like_count': 24, 'comment_count': 5, 'save_count': 13}"
P078-POST-003,P078,fin_p078_young,2026-06-13T08:37:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 63, 'comment_count': 1, 'save_count': 3}"
P079-POST-001,P079,fin_p079_folio,2026-06-13T08:48:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 41.8% 달성,"{'like_count': 71, 'comment_count': 13, 'save_count': 6}"
P079-POST-002,P079,fin_p079_folio,2026-06-12T09:50:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 390,100원, 보유 종목 1개","{'like_count': 13, 'comment_count': 9, 'save_count': 10}"
P079-POST-003,P079,fin_p079_folio,2026-06-11T18:51:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 43, 'comment_count': 7, 'save_count': 6}"
P080-POST-001,P080,fin_p080_young,2026-06-07T10:28:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 33.3% 달성,"{'like_count': 6, 'comment_count': 2, 'save_count': 1}"
P080-POST-002,P080,fin_p080_young,2026-06-22T16:45:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 513,200원, 보유 종목 2개","{'like_count': 48, 'comment_count': 7, 'save_count': 20}"
P080-POST-003,P080,fin_p080_young,2026-06-14T08:33:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 52, 'comment_count': 14, 'save_count': 9}"
P081-POST-001,P081,fin_p081_daily,2026-06-29T20:10:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 39.6% 달성,"{'like_count': 77, 'comment_count': 8, 'save_count': 1}"
P081-POST-002,P081,fin_p081_daily,2026-06-17T20:23:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 279,200원, 보유 종목 2개","{'like_count': 62, 'comment_count': 14, 'save_count': 19}"
P081-POST-003,P081,fin_p081_daily,2026-06-13T17:49:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 29, 'comment_count': 10, 'save_count': 4}"
P082-POST-001,P082,fin_p082_daily,2026-06-14T20:28:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 20.3% 달성,"{'like_count': 35, 'comment_count': 14, 'save_count': 3}"
P082-POST-002,P082,fin_p082_daily,2026-06-10T18:18:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 603,300원, 보유 종목 3개","{'like_count': 6, 'comment_count': 5, 'save_count': 18}"
P083-POST-001,P083,fin_p083_daily,2026-06-29T09:50:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 32.5% 달성,"{'like_count': 61, 'comment_count': 1, 'save_count': 2}"
P083-POST-002,P083,fin_p083_daily,2026-06-14T08:32:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 532,100원, 보유 종목 1개","{'like_count': 35, 'comment_count': 6, 'save_count': 18}"
P083-POST-003,P083,fin_p083_daily,2026-06-26T23:46:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 64, 'comment_count': 5, 'save_count': 0}"
P084-POST-001,P084,fin_p084_daily,2026-06-18T09:09:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 40.9% 달성,"{'like_count': 48, 'comment_count': 11, 'save_count': 2}"
P084-POST-002,P084,fin_p084_daily,2026-06-19T14:36:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 649,200원, 보유 종목 2개","{'like_count': 40, 'comment_count': 10, 'save_count': 3}"
P084-POST-003,P084,fin_p084_daily,2026-06-12T09:23:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 50, 'comment_count': 4, 'save_count': 2}"
P085-POST-001,P085,fin_p085_save,2026-06-23T13:55:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 32.5% 달성,"{'like_count': 36, 'comment_count': 7, 'save_count': 5}"
P085-POST-002,P085,fin_p085_save,2026-06-16T12:34:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 695,300원, 보유 종목 3개","{'like_count': 13, 'comment_count': 3, 'save_count': 3}"
P086-POST-001,P086,fin_p086_save,2026-06-19T15:10:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 34.4% 달성,"{'like_count': 14, 'comment_count': 4, 'save_count': 11}"
P086-POST-002,P086,fin_p086_save,2026-06-23T15:25:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 415,200원, 보유 종목 2개","{'like_count': 55, 'comment_count': 11, 'save_count': 15}"
P086-POST-003,P086,fin_p086_save,2026-06-25T17:59:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 44, 'comment_count': 9, 'save_count': 17}"
P087-POST-001,P087,fin_p087_flow,2026-06-09T15:11:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 35.4% 달성,"{'like_count': 28, 'comment_count': 11, 'save_count': 4}"
P087-POST-002,P087,fin_p087_flow,2026-06-11T18:23:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 377,200원, 보유 종목 2개","{'like_count': 20, 'comment_count': 3, 'save_count': 5}"
P088-POST-001,P088,fin_p088_daily,2026-06-24T21:39:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 39.7% 달성,"{'like_count': 42, 'comment_count': 13, 'save_count': 20}"
P088-POST-002,P088,fin_p088_daily,2026-06-08T22:23:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 811,300원, 보유 종목 3개","{'like_count': 79, 'comment_count': 2, 'save_count': 6}"
P088-POST-003,P088,fin_p088_daily,2026-06-16T12:28:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 69, 'comment_count': 2, 'save_count': 14}"
P089-POST-001,P089,fin_p089_young,2026-06-08T14:17:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 19.1% 달성,"{'like_count': 68, 'comment_count': 8, 'save_count': 11}"
P089-POST-002,P089,fin_p089_young,2026-06-12T18:56:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 390,200원, 보유 종목 2개","{'like_count': 70, 'comment_count': 6, 'save_count': 0}"
P089-POST-003,P089,fin_p089_young,2026-06-10T15:36:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 23, 'comment_count': 11, 'save_count': 7}"
P090-POST-001,P090,fin_p090_folio,2026-06-21T21:13:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 31.7% 달성,"{'like_count': 54, 'comment_count': 1, 'save_count': 11}"
P091-POST-001,P091,fin_p091_daily,2026-06-18T13:29:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 38.7% 달성,"{'like_count': 67, 'comment_count': 7, 'save_count': 20}"
P091-POST-002,P091,fin_p091_daily,2026-06-14T20:56:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 618,200원, 보유 종목 2개","{'like_count': 51, 'comment_count': 12, 'save_count': 0}"
P091-POST-003,P091,fin_p091_daily,2026-06-19T22:07:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 11, 'comment_count': 7, 'save_count': 12}"
P092-POST-001,P092,fin_p092_flow,2026-06-23T20:47:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 22.4% 달성,"{'like_count': 77, 'comment_count': 8, 'save_count': 7}"
P092-POST-002,P092,fin_p092_flow,2026-06-12T22:23:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 647,300원, 보유 종목 3개","{'like_count': 49, 'comment_count': 13, 'save_count': 19}"
P092-POST-003,P092,fin_p092_flow,2026-06-23T18:47:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 63, 'comment_count': 14, 'save_count': 12}"
P093-POST-001,P093,fin_p093_save,2026-06-23T21:34:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 30.5% 달성,"{'like_count': 51, 'comment_count': 11, 'save_count': 3}"
P093-POST-002,P093,fin_p093_save,2026-06-15T14:38:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 729,200원, 보유 종목 2개","{'like_count': 37, 'comment_count': 5, 'save_count': 2}"
P094-POST-001,P094,fin_p094_save,2026-06-10T12:40:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 28.2% 달성,"{'like_count': 36, 'comment_count': 9, 'save_count': 9}"
P094-POST-002,P094,fin_p094_save,2026-06-22T21:57:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 306,100원, 보유 종목 1개","{'like_count': 67, 'comment_count': 11, 'save_count': 6}"
P095-POST-001,P095,fin_p095_young,2026-06-28T23:16:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 23.0% 달성,"{'like_count': 43, 'comment_count': 13, 'save_count': 19}"
P095-POST-002,P095,fin_p095_young,2026-06-18T22:09:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 535,200원, 보유 종목 2개","{'like_count': 33, 'comment_count': 6, 'save_count': 12}"
